1 'em	'em
22567 ilixanthin	ilihanthin
22568 ilk	Dau tien
22569 ilke	nguyen tac
22570 ilkoon	ilkoon
22571 ill	toi se
22572 ill-favored	khong duoc ua chuong
22573 ill-lived	song do chet do
22574 ill-looking	trong xau
22575 ill-minded	thieu dau oc
22576 ill-timed	khong dung thoi gian
22577 ill-will	y xau
22578 illaqueate	duoi ra
22579 illegalizing	bat hop phap hoa
22580 illegitimacy	su bat hop phap
22581 illegitimately	mot cach bat hop phap
22582 illiberalism	chu nghia phi tu do
22583 illiberalized	phi nhan quyen
22584 illiberalizing	phi tu do
22585 illicium	Illicium
22586 illinois	illinois
22587 illish	hilsa
22588 illiteracy	su that hoc
22589 illiterature	mu chu
22590 illness	benh
22591 illogical	phi logic
22592 illtreat	dieu tri benh
22593 illuded	xau so
22594 illuding	Ao tuong
22595 illume	ngu dot
22596 illuminable	co the chieu sang
22597 illuminati	Illuminati
22598 illumination	su chieu sang
22599 illuminative	sang sua
22600 illuminator	den chieu sang
22601 illuminism	chu nghia ao tuong
22602 illuminized	duoc chieu sang
22603 illusionable	ao tuong duoc
22604 illusionist	nha ao tuong
22605 illusiveness	ao tuong
22606 illusory	hao huyen
22607 illustrable	co the minh hoa
22608 illustrate	Minh hoa
22609 illustration	hinh minh hoa
22610 illustrator	nguoi ve tranh minh hoa
22611 illustriously	minh hoa
22612 illustriousness	su lung lay
22613 ilmenite	ilmenite
22614 ilmenium	ilmenium
22615 ilvaite	Ilvai
22616 im-	ben trong-
22617 imager	nguoi tuong tuong
22618 imaginability	kha nang tuong tuong
22619 imaginable	co the tuong tuong duoc
22620 imagination	tri tuong tuong
22621 imaginationalism	chu nghia tuong tuong
22622 imaginative	giau tri tuong tuong
22623 imam	imam
22624 imaret	nha te ban
22625 imbalm	lam mat tieng
22626 imband	imband
22627 imbank	imbank
22628 imbanked	imbanked
22629 imbar	imbar
22630 imbargo	tich thu
22631 imbark	Noi tru
22632 imbarn	imbarn
22633 imbase	imbase
22634 imbay	imbay
22635 imbecilities	kha nang hoc tap
22636 imbellic	imbellic
22637 imber-goose	imber-ngong
22638 imbezzle	nghe len
22639 imbitter	imbitter
22640 imbitterer	ke bat chuoc
22641 imblazon	emblazon
22642 imbolden	in dam
22643 imbonity	su vo tich su
22644 imbosk	imbosk
22645 imboss	Toi la chu
22646 imbow	imbow
22647 imbowel	imbowel
22648 imbowment	imbowment
22649 imbox	imbox
22650 imbraid	imbraid
22651 imbricative	co tinh chat tho bao
22652 imbrocado	imbrocade
22653 imbrocadoes	imbrocadoes
22654 imesatin	imesatin
22655 immaculate	vo nhiem
22656 immanacle	immanacle
22657 immanacled	khong duoc quan ly
22658 immanation	immanation
22659 immanent	Noi tai
22660 immanuel	immanuel
22661 immarginate	immarginate
22662 immask	immask
22663 immaterialism	chu nghia phi vat chat
22664 immaterialist	nha phi vat chat
22665 immaterialize	phi vat chat hoa
22666 immechanical	co xua
22667 immedeatism	chu nghia tuc thoi
22668 immediate	ngay tuc khac
22669 immediateness	tuc thi
22670 immelodious	vo liem si
22671 immerging	lam chim
22672 immerit	no chim
22673 immerited	vo tich su
22674 immersed	dam minh
22675 immersible	dam chim
22676 immersionist	ve ngam minh
22677 immesh	immesh
22678 immethodically	xa xua
22679 immigrant	di tru
22680 immigration	nhap cu
22681 imminence	su sap xay ra
22682 imminently	sap xay ra
22683 immitted	duoc dua vao
22684 immix	immix
22685 immoderateness	khong vua long
22686 immoderation	su pha huy
22687 immodestly	khong khiem ton
22688 immolating	thieu rui
22689 immolation	su thieu rui
22690 immolator	nguoi thieu song
22691 immold	chua chet
22692 immoment	su bat dong
22693 immorally	trai dao duc
22694 immortalist	nguoi theo chu nghia bat tu
22695 immortalization	su bat tu
22696 immortelle	bat diet
22697 immortelles	nguoi bat tu
22698 immortification	su thieu xac
22699 immundicity	su khong doi dao
22700 immune	mien dich
22701 immunities	mien tru
22702 immunity	su mien nhiem
22703 immuring	truong ton
22704 imp	imp
22705 imp-pole	imp-cuc
22706 impackment	su bat giu
22707 impacting	tac dong
22708 impairer	ke sai lam
22709 impalla	impalla
22710 impalpable	khong the tan cong
22711 impanate	tam bot
22712 impanating	hap hoi
22713 impanel	impanel
22714 impaneled	duoc tam
22715 impanelled	xuc tac
22716 impanelling	dong coc
22717 impanelment	su ngan can
22718 imparadise	imparadise
22719 imparadised	giem pha
22720 impardonable	khong the tha thu
22721 imparidigitate	danh may khong day du
22722 imparking	ban ra
22723 impartance	su vo tu
22724 impartialist	nguoi theo chu nghia cong bang
22725 impasted	co mui vi
22726 impatiens	mat kien nhan
22727 impatiently	sot ruot
22728 impatronize	bao tro
22729 impatronizing	lam nong long
22730 impavid	tro tro
22731 impawn	khai ra
22732 impawned	bi bat qua tang
22733 impawning	de ra
22734 impeacher	ke luan toi
22735 impeaching	luan toi
22736 impearl	xung phong
22737 impearled	khong thanh khan
22738 impearling	su dom ngo
22739 impeccancy	su khong dung dan
22740 impeccant	ho pham toi
22741 impecunious	khong bang tien
22742 impeller	canh quat
22743 impended	ngoai y muon
22744 impendent	ho se chi tieu
22745 impending	dang de doa
22746 impennes	impennes
22747 imperant	Thinh hanh
22748 imperatorian	imperatorian
22749 imperatory	hoang de
22750 imperception	khuyet diem
22751 imperceptive	khong nhay ben
22752 impercipient	ho se nhan thuc
22753 imperdibility	khuyet tat
22754 imperdible	pin an toan
22755 imperfectibility	tinh khong hoan hao
22756 imperforable	khong dang yeu
22757 imperforation	su khong hoan hao
22758 imperialism	chu nghia de quoc
22759 imperialist	nguoi theo chu nghia de quoc
22760 imperiality	tinh khong binh thuong
22761 imperialized	de quoc
22762 imperializing	de quoc hoa
22763 imperially	theo le thuong
22764 imperil	imperil
22765 imperilled	can dam
22766 imperiousnes	imperiousnes
22767 imperishability	khong co kha nang xay ra
22768 imperishable	khong the dung hang
22769 impermeability	tinh khong tham nuoc
22770 imperseverant	kien tri
22771 impersonality	tinh vo nhan cach
22772 impersonator	ke mao danh
22773 impertinence	khong tiet che
22774 impertinency	khong tiet kiem
22775 impertransibility	khong the truyen dat
22776 impertransible	khong the dich duoc
22777 imperturbation	su quay ray
22778 imperviability	su bat toan
22779 impery	de che
22780 impetigo	benh choc lo
22781 impetrative	menh lenh
22782 impeyan pheasant	ga loi impeyan
22783 imphee	Imfi
22784 impierce	impierce
22785 impignorate	lam xau mat
22786 impignoration	su mao danh
22787 impingent	chung se tac dong
22788 impinguation	tro ngai
22789 impire	Hoang de
22790 implausibility	su khong sang suot
22791 impleader	nguoi dam vao
22792 impleasing	su dam vao
22793 impledge	cam doan
22794 implemental	nong cu
22795 implex	implex
22796 implexion	su khan truong
22797 implicating	lien luy
22798 implication	ham y
22799 implicitly	ngam hieu
22800 implicitness	su ngam hieu
22801 implied	bao ham
22802 implorator	nguoi khai bao
22803 imploratory	su khang khai
22804 implosion	su no tung
22805 implumed	bip bom
22806 imply	bao ham, ngu y
22807 implying	ngu y
22808 impoisoner	nguoi vo hieu hoa
22809 impoisonment	su truyen dat
22810 impolicy	khong cay cu
22811 impolitic	khong chinh tri
22812 impoliticness	su bat chinh tri
22813 importance	tam quan trong
22814 importation	su nhap khau
22815 importunable	co the nhap khau
22816 importunacy	importunacy
22817 importunator	nguoi nhap khau
22818 importunee	importunee
22819 importuning	nhap khau
22820 importunities	co quan nhap khau
22821 importunity	co hoi
22822 imposableness	tinh khong the dung mot lan
22823 imposingly	oai ve
22824 imposingness	su oai ve
22825 impossible	Khong the nao
22826 impossibly	khong the duoc
22827 imposthumating	suy dien
22828 imposthumation	su suy ton
22829 imposture	khong trong sach
22830 imposturous	mao danh
22831 impounder	ke vo toi
22832 impoverisher	ke ban cung
22833 impoverishment	su ban cung
22834 imprecating	khong dung nua
22835 imprecision	khong dung muc
22836 impregnating	ngam tam
22837 impregnation	su ngam tam
22838 imprejudicate	thanh kien
22839 impreparation	su khong chuan bi
22840 impresa	viec kinh doanh
22841 impresario	impresario
22842 imprescriptible	khong the mo ta
22843 imprese	cac doanh nghiep
22844 impressing	gay an tuong
22845 impressionability	kha nang gay an tuong
22846 impressionableness	su an tuong
22847 impressionism	truong phai an tuong
22848 impressionist	nguoi theo truong phai an tuong
22849 impressionistic	theo truong phai an tuong
22850 impressionless	khong co an tuong
22851 impressure	an tuong
22852 imprested	bi giam cam
22853 imprevalence	su ngang tang
22854 imprinting	in dau
22855 imprison ment	giam cam
22856 imprisoned	bi bo tu
22857 imprisoner	nguoi cam tu
22858 improficiency	su thanh thao
22859 improperation	su ung bien
22860 improperia	nhung loi lang ma
22861 improperly	khong dung cach
22862 improportionate	khong tuong xung
22863 impropriatrix	randompriatrix
22864 improvability	kha nang ung bien
22865 improvable	co the ung bien
22866 improvement	su cai tien
22867 improvidence	su ngau hung
22868 improvised	ngau hung
22869 improviso	ung bien
22870 improvvisatrice	nguoi ung tac
22871 improvvisatrici	nguoi ung bien
22872 imprudence	su thieu than trong
22873 imprudent	thieu than trong
22874 imptrinted	duoc bao truoc
22875 impuberty	tuoi day thi
22876 impudently	tro trao
22877 impudicity	su tro trao
22878 impugn	impugn
22879 impugned	bi khuat phuc
22880 impugner	Danh nhau
22881 impugning	su be tac
22882 impugnment	su giam cam
22883 impulsiveness	boc dong
22884 impunctate	voi su trung phat
22885 impunctuality	khong dung gio
22886 impune	ap dat
22887 impunity	su trung phat
22888 impuration	su bao hoa
22889 impureness	khong tinh khiet
22890 impurity	tap chat
22891 impurple	lam do vo
22892 impurpled	lam xao tron
22893 imputer	bat toi
22894 imputing	su ap dat
22895 imputrescible	chong thoi rua
22896 in and an	trong va mot
22897 in antis	trong qua khu
22898 in commendam	Toi khuyen khich dieu do
22899 in posse	cam quyen
22900 in situ	tren cong truong
22901 in transitu	tren duong van chuyen
22902 in vacuo	trong moi truong chan khong
22903 in-	Trong-
22904 in-and-in	in-and-in
22905 in-going	dang di
22906 inabstinence	kieng khem
22907 inabstracted	khong rut gon
22908 inaccessible	khong the tiep can duoc
22909 inacquaintance	nguoi quen
22910 inacquiescent	ho se khong nghi ngoi
22911 inaction	khong hanh dong
22912 inactuation	su ngung hoat dong
22913 inadequation	su bat cap
22914 inadhesion	su co ket
22915 inadvertence	su vo tinh
22916 inaffable	khong the su dung duoc
22917 inaffectation	khong anh huong
22918 inalienableness	bat kha nhuong
22919 inalimental	thuoc ve nguyen to
22920 inalterable	khong thay doi duoc
22921 inamiable	inamiable
22922 inamorata	Ina Morata
22923 inamorato	Ina Mora va
22924 inamoratos	inamoratos
22925 inane	inane
22926 inangular	trong goc canh
22927 inanimation	vo tri vo giac
22928 inanitiation	su khong khoi dau
22929 inanition	su thua nhan
22930 inantherate	inantherate
22931 inapathy	bat cap
22932 inappeasable	khong the xay ra
22933 inapplicable	khong the ap dung duoc
22934 inapplication	khong ap dung
22935 inappreciable	khong the danh gia cao
22936 inappreciation	trong su danh gia cao
22937 inaquate	khong thoa dang
22938 inarticulation	su vo chinh phu
22939 inasmuch	inasmuch
22940 inaudible	khong nghe duoc
22941 inauration	le khanh thanh
22942 inbeaming	inbeaming
22943 inbind	troi buoc
22944 inblown	inblown
22945 inborn	Bam sinh
22946 inbreaking	dot pha
22947 inbreathe	inbreathe
22948 inbreeding	giao phoi can huyet
22949 inc	inc
22950 incaging	su ren giua
22951 incalculability	tinh khon luong
22952 incalculable	khon luong
22953 incalescence	giai doan chin muoi
22954 incalescency	su trong sang
22955 incameration	su khac khoai
22956 incan	incan
22957 incanescent	soi dot
22958 incanton	incanton
22959 incapacitation	mat kha nang
22960 incapsulate	goi gon
22961 incapsulation	su dong goi
22962 incarcerated	bi giam giu
22963 incarcerating	giam giu
22964 incarcerator	nguoi giam giu
22965 incarnative	nhap the
22966 incarnification	hoa than
22967 incase	trong truong hop
22968 incased	thien vi
22969 incasement	su nghieng ve phia truoc
22970 incastellated	duoc duc
22971 incaution	su dau don
22972 incavation	su khai quat
22973 incaved	bi dao boi
22974 incaverned	bi dot chay
22975 incedingly	nhich dan len
22976 incendiarism	chu nghia noi tang
22977 incendiary	gay chay
22978 incensant	dot nhang, dot huong tram
22979 incensation	su xong len
22980 incense	huong
22981 incensebreathing	thap huong
22982 incensement	tram huong
22983 incenser	incenser
22984 incension	su thang thien
22985 incensor	incensor
22986 incensories	kho chua do
22987 incenter	o Trung tam
22988 inceptor	co quan thu cam
22989 incessancy	su khong ngung
22990 inch	inch
22991 inchangeability	khong the thao roi
22992 incharity	su bat thuong
22993 inchastity	su thieu nghiem tuc
22994 inching	nhich tung chut
22995 inchipin	Toi tuong tuong
22996 inchoation	su am chi
22997 inchpin	inchpin
22998 inchworm	sau da
22999 incide	tieu diem
23000 incidence	ty le mac benh
23001 incidency	loan luan
23002 incident	su co
23003 incinerable	dot duoc
23004 incineration	thieu huy
23005 incircumscriptible	khong the mieu ta duoc
23006 incircumscription	su ke khai
23007 incisely	sau sac
23008 incisive	sau rang
23009 incisory	rang khon
23010 incisure	vet mo
23011 incito-motor	dong co kich thich
23012 incito-motory	kich thich-dong co
23013 incivilization	van minh
23014 incivism	thuyet incivism
23015 inclamation	cam than
23016 inclinatory	nghieng ve phia truoc
23017 inclinnometer	may do do nghieng
23018 inclose	ghim theo
23019 inclosing	bao trum
23020 incoach	khong cham vao
23021 incoacted	khong lien he
23022 incoagulable	khong the dieu chinh duoc
23023 incog	incog
23024 incogitativity	tinh khong hop ly
23025 incognita	incognita
23026 incognitant	ho khong nhan ra
23027 incognito	an danh
23028 incognitos	dieu chua biet
23029 incognizance	su khon luong
23030 incognoscible	khong the biet duoc
23031 incoherentific	khong cu the
23032 incoherentness	khong mach lac
23033 incoincidence	khong trung hop
23034 incombustibility	khong the ket hop
23035 incombustible	chong chay
23036 income	thu nhap = earnings
23037 incoming	moi den
23038 incomity	su vo si
23039 incommensurable	khong the khuyen dung
23040 incommoded	co cho o
23041 incommoding	an o
23042 incompared	khong the so sanh
23043 incompassionate	thieu dam me
23044 incompatibly	khong the so sanh duoc
23045 incompetible	khong tuong thich
23046 incompleteness	su khong hoan chinh
23047 incompletion	su khong hoan thanh
23048 incomplex	khong hoan chinh
23049 incompliance	tuan thu
23050 incompressibility	su bat luc
23051 incompressible	khong the nen duoc
23052 inconcealable	khong the che giau
23053 inconcinne	cinne
23054 inconcinnity	su lien doi
23055 inconcluding	Ket luan
23056 inconcoct	ket luan
23057 inconcocted	khong ket luan
23058 incondensibility	khong the bu dap
23059 inconfusion	su suy nghi
23060 incongruities	su khong hop ly
23061 inconnection	ngat ket noi
23062 inconnexedly	khong ket noi
23063 inconscious	khong tinh tao
23064 inconsecutiveness	khong lien tiep
23065 inconsequentness	su vun vat
23066 inconsideration	trong viec xem xet
23067 inconsistency	su mau thuan
23068 inconsistentness	khong nhat quan
23069 inconstantly	mau thuan
23070 incontaminate	nguyen so
23071 incontentation	su khong tu chu
23072 incontestable	khong the kiem soat duoc
23073 incontested	khong kiem soat
23074 incontrovertibility	khong the kiem soat
23075 inconveniency	su bat tien
23076 inconveniently	bat tien
23077 inconversable	khong the nghi ban
23078 inconversant	ho da khong chuyen doi
23079 inconverted	khong thuyet phuc
23080 incoordination	su khong phoi hop
23081 incoronate	dang quang
23082 incorporation	to chuc
23083 incorporator	nguoi sua chua
23084 incorporealism	thuyet hop nhat
23085 incorporealist	nguoi theo chu nghia ket hop
23086 incorporeity	tinh hop nhat
23087 incorrectness	su khong chinh xac
23088 incorrespondence	trong thu
23089 incorrigibly	khong che vao dau duoc
23090 incorrupt	khong hu
23091 incorrupted	khong bi hong
23092 incorruptibility	khong liem khiet
23093 incorruptness	liem khiet
23094 incrassate	nhung vao
23095 incrassation	su quay roi
23096 increasingly	ngay cang
23097 increating	trong viec tao ra
23098 incremable	co the gia tang
23099 incremental	tang dan
23100 increpation	su gia tang
23101 increscent	ho se phat trien
23102 incruental	khong co mau
23103 incrusting	su giao pho
23104 incrustment	su that vong
23105 incrystallizable	khong the ket tinh
23106 incubation	ap u
23107 incubative	uom mam
23108 incubator	long ap
23109 incubi	ac mong
23110 incubus	ap trung
23111 inculcator	lo khac
23112 inculk	inculk
23113 inculp	do toi
23114 inculpatory	buoc toi
23115 incumbering	danh so thu tu
23116 incumbrance	duong nhiem
23117 incumbrancer	lo dot rac
23118 incumbrous	duong chuc
23119 incurableness	khong the chua khoi
23120 incuriousness	su dien ro
23121 incurrence	su xuat hien
23122 incurrent	Ho tinh phi
23123 incurvate	cui dau
23124 incurvation	su phat sinh
23125 incurved	ganh chiu
23126 incurving	phat sinh
23127 incus	incus
23128 incuse	bao gom
23129 incyst	incyst
23130 incysted	incysted
23131 indagative	gay kho chiu
23132 indamage	bo nao
23133 indamaged	khong bi hu hai
23134 indazol	indazol
23135 indebt	nọ
23136 indebted	mang on
23137 indeciduous	khong rung la
23138 indecimable	khong the doan duoc
23139 indecipherable	khong the giai ma
23140 indecisiveness	thieu quyet doan
23141 indecomposable	khong the phan huy
23142 indecomposableness	tinh khong the phan huy
23143 indecorous	bat lich su
23144 indecorously	khiem nha
23145 indecorousness	khong doan trang
23146 indefatigation	khong biet met moi
23147 indefectible	Khong sai sot
23148 indehiscence	su bat man
23149 indehiscent	ho se khong do du
23150 indelectable	khong the chon
23151 indelibility	khong the xoa nhoa
23152 indelible	khong the xoa duoc
23153 indelicacy	su vo liem si
23154 indemnity	tien boi thuong
23155 indemonstrable	khong the boi thuong
23156 indenization	vo han hoa
23157 indentedly	thut vao trong
23158 indenting	thut vao
23159 indention	su chu y
23160 indentment	vet lom
23161 indenturing	ky quy
23162 independence	Su doc lap
23163 independency	tinh doc lap
23164 independent	song doc lap
23165 independentism	chu nghia doc lap
23166 indescriptive	mo ta
23167 indesinent	dung dung lai
23168 indevirginate	undevirginate
23169 indevote	nguoi tra on
23170 indew	indew
23171 indexer	nguoi lap chi muc
23172 indexically	vo thoi han
23173 indexing	lap chi muc
23174 indexterity	chi muc
23175 india rubber	cao su An Do
23176 indiadem	indadem
23177 indiaman	indaman
23178 indiamen	an do
23179 indianeer	nguoi An Do
23180 indicating	chi ra
23181 indicator	chi bao
23182 indicatrix	indicatrix
23183 indice	muc luc
23184 indices	chi so
23185 indicia	indicia
23186 indicolite	indicolite
23187 indict	truy to
23188 indictable	co the buoc toi
23189 indicted	bi truy to
23190 indicter	nguoi truy to
23191 indiction	su chi dan
23192 indictive	chi dan
23193 indictment	cao trang
23194 indictor	cong to vien
23195 indies	indies
23196 indifference	tho o
23197 indifferency	su tho o
23198 indifferentism	chu nghia tho o
23199 indifferentist	nguoi tho o
23200 indifulvin	indfulvin
23201 indifuscin	indfuscin
23202 indigestible	khong tieu
23203 indiglucin	indiglucin
23204 indignify	lam kho chiu
23205 indignities	su phan no
23206 indigometer	may do do day
23207 indigometry	kho do
23208 indigotin	xanh dam
23209 indihumin	indhumin
23210 indiligence	su bat binh
23211 indirectness	su gian tiep
23212 indiretin	Tai xuong
23213 indirubin	rubin dong dau
23214 indiscerptible	khong the xac dinh duoc
23215 indiscovery	su thieu hieu biet
23216 indiscrete	vo ky luat
23217 indiscretion	su vo tam
23218 indispensableness	su khong the thieu
23219 indisposing	khong de lo
